"product","relation_type","rule"
"M79892","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M74823,M80108""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M79892","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M53287,M2495,M61240,M86548,M90785,M90787,M1023985,M79890,M79932""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M79932","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M74823,M80108""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M79932","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M86548,M90785,M90787,M53287,M2495,M61240,M79890,M79892,M1023985""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M80392","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M80392","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M80372,M80381,M80389,M80387,M66923""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M80392","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M87637,M87636,M87638,M87639""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M852","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M854,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M852","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M857,M49377,M856,M75700,M75727,M75730,M58228,M58227,M58230,M58312,M58313,M58314,M58315,M75685,M75686""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M856","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M856","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M12432,M12433,M12434,M12435,M12436,M12450,M12452,M12453,M12454,M12455,M86144,M86146,M86145,M86147,M86148,M55259,M55264,M55265,M55266,M866,M867,M868,M869,M857,M858,M859,M68739,M68740,M68741,M68742,M75686,M58315,M852,M75685,M870,M871,M872,M873,M874,M75637,M75638,M75639,M75640,M75646,M75647,M75658,M75659,M75660""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M857","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58322,M58324""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M857","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M12432,M12433,M12434,M12435,M12436,M12450,M12452,M12453,M12454,M12455,M870,M871,M872,M873,M874,M75637,M75638,M75639,M75640,M75646,M75647,M75658,M75659,M75660,M68739,M68740,M68741,M68742,M75686,M58315,M852,M75685,M856,M858,M859,M86145,M86144,M86146,M86147,M86148,M55259,M55264,M55265,M55266,M866,M867,M868,M869""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M858","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M69208""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M858","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1006672,M1006676,M1006675,M122,M1006673,M121,M128,M127,M86110,M86111,M86112,M86113,M1278,M857,M856,M859,M68739,M68740,M68741,M68742,M12432,M12433,M12434,M12435,M12436,M12450,M12452,M12453,M12454,M12455""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M859","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M69208""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M859","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1006672,M1006673,M1006675,M1006676,M122,M121,M128,M127,M68740,M68739,M68741,M68742,M58315,M857,M856,M858,M12432,M12433,M12434,M12435,M12436,M12450,M12452,M12453,M12454,M12455,M86111,M86110,M86112,M86113,M1278""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M86938","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M74823,M86939,M47012,M49222,M86489,M1006810,M1006811,M1027989,M1027990,M1027987,M1027988""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M86939","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1027987,M1027988,M1027989,M1027990,M74823,M1006810,M1006811,M47012,M49222,M86489,M86938""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87416","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75068,M1037144""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87416","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90806,M90799,M90800,M90802,M90804,M90805,M1024684,M1024689""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87416","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90737,M1018212,M1018211,M432,M87599,M213,M226,M229,M14054,M87464,M15127,M731,M12655,M62584,M40490,M40491,M62381""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87464","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M56424""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87464","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90806,M90799,M90800,M90802,M90804,M90805,M1024684,M1024689""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87464","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M432,M87599,M731,M12655,M62584,M40490,M40491,M62381,M213,M226,M229,M14054,M15127,M87416,M90737,M1018212""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87599","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90802,M90806,M90799,M90805""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M87599","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M432,M213,M226,M229,M14054,M15127,M87416,M87464,M62584,M40490,M40491""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M88181","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M88184,M1014656,M88182,M65062""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M88182","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M65062,M88181,M88184,M1014656""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M88184","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M88182,M88181,M65062,M1014656""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90737","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90739""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90737","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M213,M226,M229,M14054,M15127,M87416,M87464,M62584,M1018211,M90810,M1002203""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90799","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90812""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90799","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M213,M226,M229,M14054,M15127,M87416,M87464,M432,M87599""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90799","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1018212,M1024684,M1024689,M90800,M90802,M90806,M90804,M90805,M58035,M58036,M58037,M58038,M731,M62584,M12655""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90800","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M213,M226,M229,M14054,M87416,M15127,M87464""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90800","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58035,M58036,M58037,M58038,M731,M62584,M12655,M90799,M90804,M90802,M90805,M90806,M1018212,M1024684,M1024689""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90802","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90812,M90813""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90802","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M213,M226,M229,M14054,M15127,M87416,M87464,M432,M87599""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90802","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1018212,M58035,M58036,M58037,M58038,M731,M62584,M12655,M90799,M90800,M90804,M90805,M90806,M1024684,M1024689""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M90804","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M213,M226,M229,M14054,M87416,M15127,M87464""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
